Timestamp,System ON,System ON Timestamps,System OFF Timestamps,Temperature (°C),Solar Panels Energy Output (W),Power Consumption (kW),Energy Stored in Batteries (kWh),Inverter Efficiency (%),System Load (kW),System Fault Alerts,Voltage (V),Current (A),Power Factor,Dust and Dirt Accumulation (g/m²),Battery Low Flag,Battery Full Flag,Customer Profile,User Coordinates,Solar Panels Type,Solar Panels Configuration,Depth of Discharge,Battery Capacity (Wh),Inverter Capacity (kW),Battery Technology
,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2024 22:45,FALSE,,08/09/2024 22:45,21.84989414,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.38,TRUE,FALSE,Residential,"10.525053,7.417627",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2024 23:00,FALSE,,08/09/2024 23:00,21.04803474,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.381,TRUE,FALSE,Residential,"10.525053,7.417628",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2024 23:15,FALSE,,08/09/2024 23:15,21,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.382,TRUE,FALSE,Residential,"10.525053,7.417629",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2024 23:30,FALSE,,08/09/2024 23:30,21.88469502,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.383,TRUE,FALSE,Residential,"10.525053,7.417630",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
08/09/2024 23:45,FALSE,,08/09/2024 23:45,21.09032757,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.384,TRUE,FALSE,Residential,"10.525053,7.417631",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 00:00,FALSE,,09/09/2024 00:00,21.49185544,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.385,TRUE,FALSE,Residential,"10.525053,7.417632",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 00:15,FALSE,,09/09/2024 00:15,21.24598024,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.386,TRUE,FALSE,Residential,"10.525053,7.417633",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 00:30,FALSE,,09/09/2024 00:30,21.53832244,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.387,TRUE,FALSE,Residential,"10.525053,7.417634",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 00:45,FALSE,,09/09/2024 00:45,22.22925054,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.388,TRUE,FALSE,Residential,"10.525053,7.417635",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 01:00,FALSE,,09/09/2024 01:00,22.88900514,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.389,TRUE,FALSE,Residential,"10.525053,7.417636",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 01:15,FALSE,,09/09/2024 01:15,23.6218879,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.39,TRUE,FALSE,Residential,"10.525053,7.417637",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 01:30,FALSE,,09/09/2024 01:30,23.62445865,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.391,TRUE,FALSE,Residential,"10.525053,7.417638",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 01:45,FALSE,,09/09/2024 01:45,23.22284396,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.392,TRUE,FALSE,Residential,"10.525053,7.417639",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 02:00,FALSE,,09/09/2024 02:00,23.79542306,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.393,TRUE,FALSE,Residential,"10.525053,7.417640",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 02:15,FALSE,,09/09/2024 02:15,24.02532134,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.394,TRUE,FALSE,Residential,"10.525053,7.417641",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 02:30,FALSE,,09/09/2024 02:30,23.89185696,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.395,TRUE,FALSE,Residential,"10.525053,7.417642",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 02:45,FALSE,,09/09/2024 02:45,23.70454741,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.396,TRUE,FALSE,Residential,"10.525053,7.417643",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 03:00,FALSE,,09/09/2024 03:00,24.35308263,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.397,TRUE,FALSE,Residential,"10.525053,7.417644",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 03:15,FALSE,,09/09/2024 03:15,24.6273374,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.398,TRUE,FALSE,Residential,"10.525053,7.417645",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 03:30,FALSE,,09/09/2024 03:30,24.08452619,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.399,TRUE,FALSE,Residential,"10.525053,7.417646",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 03:45,FALSE,,09/09/2024 03:45,25.00222951,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.4,TRUE,FALSE,Residential,"10.525053,7.417647",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 04:00,FALSE,,09/09/2024 04:00,24.17455969,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.401,TRUE,FALSE,Residential,"10.525053,7.417648",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 04:15,FALSE,,09/09/2024 04:15,24.87699515,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.402,TRUE,FALSE,Residential,"10.525053,7.417649",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 04:30,FALSE,,09/09/2024 04:30,25.78063837,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.403,TRUE,FALSE,Residential,"10.525053,7.417650",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 04:45,FALSE,,09/09/2024 04:45,24.9016679,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.404,TRUE,FALSE,Residential,"10.525053,7.417651",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 05:00,FALSE,,09/09/2024 05:00,25.31325128,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.405,TRUE,FALSE,Residential,"10.525053,7.417652",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 05:15,FALSE,,09/09/2024 05:15,24.53520324,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.406,TRUE,FALSE,Residential,"10.525053,7.417653",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 05:30,FALSE,,09/09/2024 05:30,25.00628114,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.407,TRUE,FALSE,Residential,"10.525053,7.417654",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 05:45,FALSE,,09/09/2024 05:45,24.78210399,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.408,TRUE,FALSE,Residential,"10.525053,7.417655",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 06:00,FALSE,,09/09/2024 06:00,24.07091124,0,0,0.215440394,90,0,FALSE,220,0,0.9,0.409,TRUE,FALSE,Residential,"10.525053,7.417656",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 06:15,FALSE,,09/09/2024 06:15,23.79256545,19.62093877,0,0.215440394,90,0,FALSE,220,0,0.9,0.41,TRUE,FALSE,Residential,"10.525053,7.417657",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 06:30,FALSE,,09/09/2024 06:30,23.99701352,39.15785767,0,0.220345629,90,0,FALSE,220,0,0.9,0.411,TRUE,FALSE,Residential,"10.525053,7.417658",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 06:45,FALSE,,09/09/2024 06:45,24.9943358,58.5270966,0,0.230135093,90,0,FALSE,220,0,0.9,0.412,TRUE,FALSE,Residential,"10.525053,7.417659",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 07:00,FALSE,,09/09/2024 07:00,24.05902194,77.64571353,0,0.244766867,90,0,FALSE,220,0,0.9,0.413,TRUE,FALSE,Residential,"10.525053,7.417660",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 07:15,FALSE,,09/09/2024 07:15,24.79334268,96.43183959,0,0.264178296,90,0,FALSE,220,0,0.9,0.414,TRUE,FALSE,Residential,"10.525053,7.417661",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 07:30,FALSE,,09/09/2024 07:30,23.92827132,114.8050297,0,0.288286256,90,0,FALSE,220,0,0.9,0.415,FALSE,FALSE,Residential,"10.525053,7.417662",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 07:45,TRUE,09/09/2024 07:45,,23.39612993,132.6866071,0.399051852,0.316987513,90,0.399051852,FALSE,220,1.813872057,0.9,0.416,TRUE,FALSE,Residential,"10.525053,7.417663",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 08:00,FALSE,,09/09/2024 08:00,22.69839855,150,0,0.250396202,90,0,FALSE,220,0,0.9,0.417,TRUE,FALSE,Residential,"10.525053,7.417664",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 08:15,FALSE,,09/09/2024 08:15,22.30695723,166.6710699,0,0.287896202,90,0,FALSE,220,0,0.9,0.418,FALSE,FALSE,Residential,"10.525053,7.417665",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 08:30,TRUE,09/09/2024 08:30,,21.49068963,182.6284287,0.304562921,0.329563969,90,0.304562921,FALSE,220,1.384376914,0.9,0.419,TRUE,FALSE,Residential,"10.525053,7.417666",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 08:45,FALSE,,09/09/2024 08:45,21,197.8037445,0,0.299080346,90,0,FALSE,220,0,0.9,0.42,FALSE,FALSE,Residential,"10.525053,7.417667",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 09:00,TRUE,09/09/2024 09:00,,21.38931263,212.1320344,0.254578372,0.348531282,90,0.254578372,FALSE,220,1.157174419,0.9,0.421,FALSE,FALSE,Residential,"10.525053,7.417668",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 09:15,TRUE,09/09/2024 09:15,,22.35572321,225.5519422,0.481377594,0.337919698,90,0.481377594,FALSE,220,2.188079971,0.9,0.422,TRUE,FALSE,Residential,"10.525053,7.417669",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 09:30,FALSE,,09/09/2024 09:30,22.73230479,238.0060021,0,0.273963285,90,0,FALSE,220,0,0.9,0.423,FALSE,FALSE,Residential,"10.525053,7.417670",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 09:45,TRUE,09/09/2024 09:45,,23.28903064,249.4408837,0.382203188,0.333464785,90,0.382203188,FALSE,220,1.73728722,0.9,0.424,FALSE,FALSE,Residential,"10.525053,7.417671",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 10:00,TRUE,09/09/2024 10:00,,24.25647575,259.8076211,0.467816797,0.300274209,90,0.467816797,FALSE,220,2.126439988,0.9,0.425,TRUE,FALSE,Residential,"10.525053,7.417672",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 10:15,FALSE,,09/09/2024 10:15,24.80190295,269.0618225,0,0.248271915,90,0,FALSE,220,0,0.9,0.426,FALSE,FALSE,Residential,"10.525053,7.417673",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 10:30,TRUE,09/09/2024 10:30,,24.68673506,277.1638598,0.566460081,0.315537371,90,0.566460081,FALSE,220,2.574818548,0.9,0.427,TRUE,FALSE,Residential,"10.525053,7.417674",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 10:45,FALSE,,09/09/2024 10:45,25.01074298,284.0790388,0,0.243213316,90,0,FALSE,220,0,0.9,0.428,FALSE,FALSE,Residential,"10.525053,7.417675",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 11:00,TRUE,09/09/2024 11:00,,25.07293806,289.7777479,0.377112675,0.314233075,90,0.377112675,FALSE,220,1.714148521,0.9,0.429,TRUE,FALSE,Residential,"10.525053,7.417676",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 11:15,FALSE,,09/09/2024 11:15,25.35310774,294.2355841,0,0.292399344,90,0,FALSE,220,0,0.9,0.43,FALSE,FALSE,Residential,"10.525053,7.417677",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 11:30,TRUE,09/09/2024 11:30,,25.94844491,297.4334584,0.300684304,0.36595824,90,0.300684304,FALSE,220,1.366746837,0.9,0.431,FALSE,FALSE,Residential,"10.525053,7.417678",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 11:45,TRUE,09/09/2024 11:45,,26.22472148,299.357677,0.463813106,0.365145528,90,0.463813106,FALSE,220,2.10824139,0.9,0.432,FALSE,FALSE,Residential,"10.525053,7.417679",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 12:00,TRUE,09/09/2024 12:00,,25.58320091,300,0.24773539,0.324031671,90,0.24773539,FALSE,220,1.126069956,0.9,0.433,FALSE,FALSE,Residential,"10.525053,7.417680",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 12:15,TRUE,09/09/2024 12:15,,25.01700567,299.357677,0.243636471,0.337097823,90,0.243636471,FALSE,220,1.107438503,0.9,0.434,FALSE,FALSE,Residential,"10.525053,7.417681",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 12:30,TRUE,09/09/2024 12:30,,25.90746478,297.4334584,0.477975714,0.351028125,90,0.477975714,FALSE,220,2.172616883,0.9,0.435,FALSE,FALSE,Residential,"10.525053,7.417682",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 12:45,TRUE,09/09/2024 12:45,,25.19027005,294.2355841,0.571818567,0.305892561,90,0.571818567,FALSE,220,2.599175305,0.9,0.436,TRUE,FALSE,Residential,"10.525053,7.417683",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 13:00,FALSE,,09/09/2024 13:00,25.40740745,289.7777479,0,0.236496815,90,0,FALSE,220,0,0.9,0.437,FALSE,FALSE,Residential,"10.525053,7.417684",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 13:15,TRUE,09/09/2024 13:15,,24.52897154,284.0790388,0.465159616,0.308941252,90,0.465159616,FALSE,220,2.114361893,0.9,0.438,TRUE,FALSE,Residential,"10.525053,7.417685",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 13:30,FALSE,,09/09/2024 13:30,24.21872699,277.1638598,0,0.263671108,90,0,FALSE,220,0,0.9,0.439,FALSE,FALSE,Residential,"10.525053,7.417686",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 13:45,TRUE,09/09/2024 13:45,,24.71747288,269.0618225,0.235671318,0.332962073,90,0.235671318,FALSE,220,1.071233264,0.9,0.44,FALSE,FALSE,Residential,"10.525053,7.417687",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 14:00,TRUE,09/09/2024 14:00,,24.5199894,259.8076211,0.572182875,0.341309699,90,0.572182875,FALSE,220,2.600831248,0.9,0.441,TRUE,FALSE,Residential,"10.525053,7.417688",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 14:15,FALSE,,09/09/2024 14:15,24.45551255,249.4408837,0,0.263215886,90,0,FALSE,220,0,0.9,0.442,FALSE,FALSE,Residential,"10.525053,7.417689",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 14:30,TRUE,09/09/2024 14:30,,24.70201152,238.0060021,0.340698368,0.325576106,90,0.340698368,FALSE,220,1.548628947,0.9,0.443,TRUE,FALSE,Residential,"10.525053,7.417690",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 14:45,FALSE,,09/09/2024 14:45,24.41280722,225.5519422,0,0.299903015,90,0,FALSE,220,0,0.9,0.444,FALSE,FALSE,Residential,"10.525053,7.417691",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 15:00,TRUE,09/09/2024 15:00,,23.66220836,212.1320344,0.56056765,0.356291,90,0.56056765,FALSE,220,2.548034774,0.9,0.445,TRUE,FALSE,Residential,"10.525053,7.417692",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 15:15,FALSE,,09/09/2024 15:15,24.03055895,197.8037445,0,0.269182096,90,0,FALSE,220,0,0.9,0.446,FALSE,FALSE,Residential,"10.525053,7.417693",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 15:30,TRUE,09/09/2024 15:30,,24.88279673,182.6284287,0.58323688,0.318633033,90,0.58323688,FALSE,220,2.651076726,0.9,0.447,TRUE,FALSE,Residential,"10.525053,7.417694",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 15:45,FALSE,,09/09/2024 15:45,24.45488883,166.6710699,0,0.21848092,90,0,FALSE,220,0,0.9,0.448,TRUE,FALSE,Residential,"10.525053,7.417695",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 16:00,FALSE,,09/09/2024 16:00,23.53832807,150,0,0.260148687,90,0,FALSE,220,0,0.9,0.449,TRUE,FALSE,Residential,"10.525053,7.417696",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 16:15,FALSE,,09/09/2024 16:15,24.01366342,132.6866071,0,0.297648687,90,0,FALSE,220,0,0.9,0.45,FALSE,FALSE,Residential,"10.525053,7.417697",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 16:30,TRUE,09/09/2024 16:30,,23.40789198,114.8050297,0.307359137,0.330820339,90,0.307359137,FALSE,220,1.397086987,0.9,0.451,TRUE,FALSE,Residential,"10.525053,7.417698",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 16:45,FALSE,,09/09/2024 16:45,23.21909281,96.43183959,0,0.282681812,90,0,FALSE,220,0,0.9,0.452,FALSE,FALSE,Residential,"10.525053,7.417699",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 17:00,TRUE,09/09/2024 17:00,,23.80417248,77.64571353,0.446291488,0.306789772,90,0.446291488,FALSE,220,2.028597671,0.9,0.453,TRUE,FALSE,Residential,"10.525053,7.417700",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 17:15,FALSE,,09/09/2024 17:15,23.16782416,58.5270966,0,0.214628329,90,0,FALSE,220,0,0.9,0.454,TRUE,FALSE,Residential,"10.525053,7.417701",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 17:30,FALSE,,09/09/2024 17:30,23.86553077,39.15785767,0,0.229260103,90,0,FALSE,220,0,0.9,0.455,TRUE,FALSE,Residential,"10.525053,7.417702",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 17:45,FALSE,,09/09/2024 17:45,24.1975235,19.62093877,0,0.239049567,90,0,FALSE,220,0,0.9,0.456,TRUE,FALSE,Residential,"10.525053,7.417703",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 18:00,FALSE,,09/09/2024 18:00,25.13101214,3.67E-14,0,0.243954802,90,0,FALSE,220,0,0.9,0.457,TRUE,FALSE,Residential,"10.525053,7.417704",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 18:15,FALSE,,09/09/2024 18:15,24.97490188,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.458,TRUE,FALSE,Residential,"10.525053,7.417705",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 18:30,FALSE,,09/09/2024 18:30,25.19192753,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.459,TRUE,FALSE,Residential,"10.525053,7.417706",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 18:45,FALSE,,09/09/2024 18:45,26.12992228,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.46,TRUE,FALSE,Residential,"10.525053,7.417707",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 19:00,FALSE,,09/09/2024 19:00,26.05801342,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.461,TRUE,FALSE,Residential,"10.525053,7.417708",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 19:15,FALSE,,09/09/2024 19:15,26.71191742,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.462,TRUE,FALSE,Residential,"10.525053,7.417709",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 19:30,FALSE,,09/09/2024 19:30,25.92098872,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.463,TRUE,FALSE,Residential,"10.525053,7.417710",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 19:45,FALSE,,09/09/2024 19:45,26.50610398,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.464,TRUE,FALSE,Residential,"10.525053,7.417711",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 20:00,FALSE,,09/09/2024 20:00,25.57453005,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.465,TRUE,FALSE,Residential,"10.525053,7.417712",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 20:15,FALSE,,09/09/2024 20:15,25.4683461,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.466,TRUE,FALSE,Residential,"10.525053,7.417713",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 20:30,FALSE,,09/09/2024 20:30,26.11489935,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.467,TRUE,FALSE,Residential,"10.525053,7.417714",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 20:45,FALSE,,09/09/2024 20:45,26.65170007,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.468,TRUE,FALSE,Residential,"10.525053,7.417715",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 21:00,FALSE,,09/09/2024 21:00,26.33578369,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.469,TRUE,FALSE,Residential,"10.525053,7.417716",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
09/09/2024 21:15,FALSE,,09/09/2024 21:15,25.89981259,0,0,0.243954802,90,0,FALSE,220,0,0.9,0.47,TRUE,FALSE,Residential,"10.525053,7.417717",MonoCrystalline,1s2p,10%,1000,1,Lithium - Ion
,,,,,,,,,,,,,,,,,,,,,,,,
